94,1,5,32
94,1,7,32
94,1,9,32
94,1,11,32
94,1,13,32
94,1,21,32
94,1,23,32
94,1,25,32
94,1,27,32
94,1,29,32
94,1,37,32
94,1,39,32
94,1,41,32
94,1,43,32
94,1,45,32
94,1,53,32
94,1,55,32
94,1,57,32
94,1,59,32
94,1,61,32
94,1,69,32
94,1,71,32
94,1,73,32
94,1,75,32
94,1,77,32
94,1,85,32
94,1,87,32
94,1,89,32
94,1,91,32
94,1,93,32
94,5,1,32
94,5,3,32
94,5,5,32
94,5,7,32
94,5,9,32
94,5,11,32
94,5,13,32
94,5,15,32
94,5,17,32
94,5,19,32
94,5,21,32
94,5,23,32
94,5,25,32
94,5,27,32
94,5,31,32
94,5,33,32
94,5,35,32
94,5,37,32
94,5,39,32
94,5,41,32
94,5,43,32
94,5,45,32
94,5,47,32
94,5,49,32
94,5,51,32
94,5,53,32
94,5,55,32
94,5,57,32
94,5,59,32
94,5,63,32
94,5,65,32
94,5,67,32
94,5,69,32
94,5,71,32
94,5,73,32
94,5,75,32
94,5,77,32
94,5,79,32
94,5,81,32
94,5,83,32
94,5,85,32
94,5,87,32
94,5,89,32
94,5,91,32
94,5,95,32
94,5,97,32
94,5,99,32
94,9,1,32
94,9,5,32
94,9,7,32
94,9,9,32
94,9,11,32
94,9,13,32
94,9,15,32
94,9,17,32
94,9,19,32
94,9,21,32
94,9,23,32
94,9,25,32
94,9,27,32
94,9,29,32
94,9,31,32
94,9,33,32
94,9,37,32
94,9,39,32
94,9,41,32
94,9,43,32
94,9,45,32
94,9,47,32
94,9,49,32
94,9,51,32
94,9,53,32
94,9,55,32
94,9,57,32
94,9,59,32
94,9,61,32
94,9,63,32
94,9,65,32
94,9,69,32
94,9,71,32
94,9,73,32
94,9,75,32
94,9,77,32
94,9,79,32
94,9,81,32
94,9,83,32
94,9,85,32
94,9,87,32
94,9,89,32
94,9,91,32
94,9,93,32
94,9,95,32
94,9,97,32
94,13,1,32
94,13,3,32
94,13,5,32
94,13,7,32
94,13,9,32
94,13,11,32
94,13,13,32
94,13,15,32
94,13,17,32
94,13,19,32
94,13,21,32
94,13,23,32
94,13,25,32
94,13,27,32
94,13,29,32
94,13,31,32
94,13,33,32
94,13,35,32
94,13,37,32
94,13,39,32
94,13,41,32
94,13,43,32
94,13,45,32
94,13,47,32
94,13,49,32
94,13,51,32
94,13,53,32
94,13,55,32
94,13,57,32
94,13,59,32
94,13,61,32
94,13,63,32
94,13,65,32
94,13,67,32
94,13,69,32
94,13,71,32
94,13,73,32
94,13,75,32
94,13,77,32
94,13,79,32
94,13,81,32
94,13,83,32
94,13,85,32
94,13,87,32
94,13,89,32
94,13,91,32
94,13,93,32
94,13,95,32
94,13,97,32
94,13,99,32
94,17,1,32
94,17,3,32
94,17,5,32
94,17,9,32
94,17,11,32
94,17,13,32
94,17,17,32
94,17,19,32
94,17,21,32
94,17,23,32
94,17,25,32
94,17,29,32
94,17,31,32
94,17,33,32
94,17,35,32
94,17,37,32
94,17,41,32
94,17,43,32
94,17,45,32
94,17,49,32
94,17,51,32
94,17,53,32
94,17,55,32
94,17,57,32
94,17,61,32
94,17,63,32
94,17,65,32
94,17,67,32
94,17,69,32
94,17,73,32
94,17,75,32
94,17,77,32
94,17,81,32
94,17,83,32
94,17,85,32
94,17,87,32
94,17,89,32
94,17,93,32
94,17,95,32
94,17,97,32
94,17,99,32
94,21,1,32
94,21,3,32
94,21,7,32
94,21,9,32
94,21,11,32
94,21,13,32
94,21,15,32
94,21,17,32
94,21,19,32
94,21,21,32
94,21,23,32
94,21,25,32
94,21,27,32
94,21,29,32
94,21,31,32
94,21,33,32
94,21,35,32
94,21,39,32
94,21,41,32
94,21,43,32
94,21,45,32
94,21,47,32
94,21,49,32
94,21,51,32
94,21,53,32
94,21,55,32
94,21,57,32
94,21,59,32
94,21,61,32
94,21,63,32
94,21,65,32
94,21,67,32
94,21,71,32
94,21,73,32
94,21,75,32
94,21,77,32
94,21,79,32
94,21,81,32
94,21,83,32
94,21,85,32
94,21,87,32
94,21,89,32
94,21,91,32
94,21,93,32
94,21,95,32
94,21,97,32
94,21,99,32
94,25,1,32
94,25,3,32
94,25,5,32
94,25,7,32
94,25,9,32
94,25,13,32
94,25,15,32
94,25,17,32
94,25,19,32
94,25,21,32
94,25,25,32
94,25,29,32
94,25,31,32
94,25,33,32
94,25,35,32
94,25,37,32
94,25,39,32
94,25,41,32
94,25,45,32
94,25,47,32
94,25,49,32
94,25,51,32
94,25,53,32
94,25,57,32
94,25,61,32
94,25,63,32
94,25,65,32
94,25,67,32
94,25,69,32
94,25,71,32
94,25,73,32
94,25,77,32
94,25,79,32
94,25,81,32
94,25,83,32
94,25,85,32
94,25,89,32
94,25,93,32
94,25,95,32
94,25,97,32
94,25,99,32
94,29,1,32
94,29,3,32
94,29,7,32
94,29,9,32
94,29,11,32
94,29,15,32
94,29,19,32
94,29,21,32
94,29,23,32
94,29,25,32
94,29,27,32
94,29,29,32
94,29,31,32
94,29,33,32
94,29,35,32
94,29,39,32
94,29,41,32
94,29,43,32
94,29,47,32
94,29,51,32
94,29,53,32
94,29,55,32
94,29,57,32
94,29,59,32
94,29,61,32
94,29,63,32
94,29,65,32
94,29,67,32
94,29,71,32
94,29,73,32
94,29,75,32
94,29,79,32
94,29,83,32
94,29,85,32
94,29,87,32
94,29,89,32
94,29,91,32
94,29,93,32
94,29,95,32
94,29,97,32
94,29,99,32
94,33,5,32
94,33,7,32
94,33,9,32
94,33,11,32
94,33,13,32
94,33,21,32
94,33,23,32
94,33,25,32
94,33,27,32
94,33,29,32
94,33,37,32
94,33,39,32
94,33,41,32
94,33,43,32
94,33,45,32
94,33,53,32
94,33,55,32
94,33,57,32
94,33,59,32
94,33,61,32
94,33,69,32
94,33,71,32
94,33,73,32
94,33,75,32
94,33,77,32
94,33,85,32
94,33,87,32
94,33,89,32
94,33,91,32
94,33,93,32
94,37,1,32
94,37,3,32
94,37,5,32
94,37,7,32
94,37,9,32
94,37,11,32
94,37,13,32
94,37,15,32
94,37,17,32
94,37,19,32
94,37,21,32
94,37,23,32
94,37,25,32
